Meteorological Data from PISCES 2 located at the Slave River at Fitzgerald at 15 minute intervals ,,,,,,,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 02:15:00,3.544,161.5,6.1,2.3,18.50,49.76,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 02:30:00,3.299,149.7,6.2,0.5,18.60,48.77,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 02:45:00,3.253,119.6,5.2,1.3,18.98,46.25,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 03:00:00,2.772,136.8,4.6,0.2,19.07,44.39,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 03:15:00,2.283,109.7,3.8,1.4,19.35,44.43,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 03:30:00,2.442,137.2,4.2,0.6,19.32,45.72,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 03:45:00,0.972,103.7,2.4,0.1,19.35,46.07,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 04:00:00,2.337,239.3,6.6,0.2,19.05,50.32,733.6,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 04:15:00,3.539,297.5,5.6,1.7,17.55,60.71,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 04:30:00,3.808,294.9,5.8,2.0,17.00,63.09,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 04:45:00,3.473,302.6,5.0,1.5,16.97,61.99,733.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 05:00:00,2.516,338.8,3.5,1.4,16.84,64.38,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 05:15:00,1.349,308.6,2.1,0.3,16.90,65.41,733.7,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 05:30:00,1.503,168.2,4.3,0.4,16.90,64.88,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 05:45:00,1.970,195.8,3.7,0.3,16.69,66.26,733.8,0.03,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 06:00:00,2.333,161.4,3.6,1.5,16.15,71.03,733.7,0.11,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 06:15:00,1.646,129.8,2.6,0.4,15.89,74.31,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 06:30:00,0.741,160.5,1.1,0.4,15.86,75.69,733.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 06:45:00,0.827,87.2,1.4,0.3,15.80,75.71,733.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 07:00:00,0.523,331.7,1.0,0.1,15.95,74.78,733.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 07:15:00,0.797,265.0,1.2,0.5,16.21,74.53,733.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 07:30:00,0.792,271.1,1.0,0.6,16.53,73.04,733.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 07:45:00,0.711,291.1,1.6,0.3,16.75,71.18,733.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 08:00:00,1.799,253.6,3.5,0.7,16.95,67.23,733.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 08:15:00,1.176,220.9,1.7,0.5,16.99,66.54,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 08:30:00,1.412,250.0,2.2,0.9,17.02,63.44,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 08:45:00,1.423,269.9,2.1,0.8,17.01,65.46,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 09:00:00,1.847,268.5,2.9,0.9,16.92,65.35,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 09:15:00,2.978,270.3,5.1,1.6,16.46,66.47,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 09:30:00,2.504,285.7,3.6,1.6,16.01,69.61,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 09:45:00,3.190,310.5,4.6,2.4,15.74,70.36,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 10:00:00,1.947,314.0,2.7,1.3,15.53,72.75,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 10:15:00,1.527,288.9,2.3,0.9,15.37,72.08,734.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 10:30:00,1.172,265.7,1.8,0.6,15.21,72.80,734.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 10:45:00,1.476,285.5,2.1,1.1,15.01,75.01,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 11:00:00,1.583,295.0,2.1,1.1,14.79,76.63,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 11:15:00,1.606,295.1,2.1,1.0,14.56,78.44,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 11:30:00,1.942,269.5,2.7,1.4,14.22,79.60,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 11:45:00,1.556,263.1,2.1,1.1,14.10,80.50,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 12:00:00,1.873,266.9,2.7,1.4,13.98,81.30,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 12:15:00,2.128,275.2,3.0,1.3,13.84,82.90,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 12:30:00,2.250,284.5,3.5,1.7,13.64,84.50,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 12:45:00,2.214,285.9,3.1,1.4,13.38,85.90,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 13:00:00,1.762,299.3,2.4,1.3,13.18,87.30,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 13:15:00,1.429,286.1,2.2,0.8,12.93,88.20,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 13:30:00,1.886,279.5,2.5,1.2,12.65,89.60,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 13:45:00,2.017,287.8,2.9,1.2,12.47,90.60,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 14:00:00,2.110,289.9,3.2,1.4,12.43,90.80,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 14:15:00,2.648,274.2,3.4,2.1,12.31,91.20,733.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 14:30:00,2.669,277.9,3.4,1.9,12.20,91.30,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 14:45:00,2.567,283.7,3.4,1.8,12.14,91.10,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 15:00:00,2.286,289.3,3.3,1.6,12.10,91.00,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 15:15:00,2.244,284.3,3.1,1.6,12.10,90.80,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 15:30:00,1.990,280.7,3.1,1.3,12.02,90.70,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 15:45:00,2.347,282.7,3.9,1.6,12.22,90.50,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 16:00:00,2.389,275.7,3.1,1.4,12.16,90.30,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 16:15:00,2.669,288.1,3.6,1.8,12.12,90.70,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 16:30:00,2.938,286.2,4.3,2.0,12.15,90.50,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 16:45:00,3.941,301.2,5.8,2.6,12.22,88.90,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 17:00:00,5.263,313.6,8.0,3.1,12.42,87.20,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 17:15:00,5.672,318.6,7.5,3.8,12.57,86.90,733.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 17:30:00,4.660,313.6,6.3,3.2,12.46,87.00,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 17:45:00,5.190,315.1,6.8,3.6,12.36,86.50,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 18:00:00,4.842,314.7,6.7,2.3,12.25,86.60,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 18:15:00,4.994,317.6,6.5,3.6,12.34,87.00,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 18:30:00,5.077,331.4,6.2,3.6,12.46,86.80,733.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 18:45:00,5.080,322.2,6.6,3.5,12.56,86.50,733.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 19:00:00,5.144,318.7,6.8,3.4,12.56,84.90,734.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 19:15:00,4.924,330.7,6.7,3.5,12.66,84.10,734.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 19:30:00,4.806,316.2,7.5,3.2,12.49,83.10,734.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 19:45:00,4.128,306.9,5.5,2.5,12.02,86.20,734.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 20:00:00,4.331,307.1,6.1,2.4,11.72,87.90,734.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 20:15:00,3.928,303.1,5.3,2.8,11.64,88.00,734.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 20:30:00,4.144,309.5,6.4,2.9,11.81,88.50,734.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 20:45:00,4.698,314.8,7.6,3.2,12.09,86.90,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 21:00:00,4.460,308.9,6.1,3.0,12.10,85.70,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 21:15:00,5.050,315.0,6.5,3.2,12.23,85.00,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 21:30:00,4.979,322.9,6.3,3.7,12.40,84.60,734.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 21:45:00,5.197,326.0,6.4,3.8,12.58,82.70,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 22:00:00,5.436,325.0,6.8,3.4,12.80,80.50,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 22:15:00,5.269,334.4,7.3,3.4,13.00,79.09,734.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 22:30:00,5.426,327.3,7.5,3.1,13.19,78.20,734.5,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 22:45:00,4.474,339.0,6.5,2.3,13.52,75.73,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 23:00:00,4.813,335.1,7.6,2.2,13.94,71.09,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 23:15:00,5.113,343.2,7.8,2.8,14.14,69.19,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 23:30:00,4.914,342.8,6.9,2.9,14.36,68.96,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/14/2012 23:45:00,4.308,349.6,6.3,2.3,14.52,67.14,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 00:00:00,5.646,331.1,8.0,3.7,14.49,66.93,734.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 00:15:00,5.066,338.6,7.2,3.7,14.23,70.12,734.8,0.01,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 00:30:00,3.999,335.7,6.1,2.0,13.53,75.56,734.9,0.21,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 00:45:00,3.569,348.9,5.2,2.2,13.60,71.84,734.9,0.02,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 01:00:00,3.910,4.8,6.2,2.3,14.14,65.68,734.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 01:15:00,3.762,355.9,5.9,1.8,14.68,62.24,734.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 01:30:00,4.166,349.5,6.4,2.1,15.12,61.59,734.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 01:45:00,5.113,322.3,7.3,3.1,14.95,65.46,734.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,06/15/2012 02:00:00,5.392,324.2,7.7,3.6,15.05,64.36,734.9,0,0,,,,,,,,,,,
