2013PN510325,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-06 09:15,WATER,DISCRETE SAMPLE,,113.855,,0,,1.833,,6.337,,99.737,,0,,0.026,,0.12,,5.664,,7.939,,107.043,,100,,NA,,NA,,93.4,,,,27,,1.06,,0.09,,,,7.85,,7.99,,,,0.82,,,,8.87,,,,2.78,,189,,2.48,,,,,,,,9.78,,,,,,,,,
2013PN510339,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-13 12:10,WATER,DISCRETE SAMPLE,,63.51,,0,,2.303,,5.748,,57.848,,0,,-0.8,,0.1,,5.985,,9.24,,62.864,,150,,NA,,NA,,52.1,,,,15.5,,0.34,,0.07,,,,4.65,,7.64,,,,0.49,,,,7.03,,,,1.71,,111,,1.77,,,,,,,,60.1,,,,,,,,,
2013PN510349,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-16 12:05,WATER,DISCRETE SAMPLE,,62.413,,0,,2.426,,11.744,,62.944,,0,,-0.807,,0.1,,5.834,,9.223,,64.944,,150,,NA,,NA,,51.2,,,,16.7,,0.39,,0.08,,,,5.16,,7.61,,,,0.51,,,,7.92,,,,1.81,,113,,1.61,,,,,,,,39.3,,,,,,,,,
2013PN510367,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-21 11:40,WATER,DISCRETE SAMPLE,,77.772,,0,,2.455,,0.093,,63.893,,0,,-0.622,,0.09,,5.54,,8.943,,72.174,,200,,NA,,NA,,63.8,,,,16.8,,0.41,,0.07,,,,5.33,,7.7,,,,0.54,,,,7.76,,,,1.74,,125,,1.2,,,,,,,,14.2,,,,,,,,,
2013PN510381,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-24 15:40,WATER,DISCRETE SAMPLE,,88.621,,0,,2.671,,5.298,,77.998,,0,,-0.458,,0.09,,4.816,,8.636,,84.038,,200,,NA,,NA,,72.7,,,,20.8,,0.5,,0.07,,,,6.33,,7.72,,,,0.58,,,,8.92,,,,1.83,,146,,1.33,,,,,,,,9.28,,,,,,,,,
2013PN510409,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-07-10 16:30,WATER,TRIPLICATE SAMPLE - rep1,,117.146,,0,,1.8,,8.87,,104.97,,0,,0.083,,0.1,,4.709,,7.844,,112.24,,200,,NA,,NA,,96.1,,,,28.7,,0.77,,0.09,,,,8.09,,8.01,,,,0.58,,,,12.3,,,,2.4,,187,,1.57,,,,,,,,5.47,,,,,,,,,
2013PN510410,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-07-10 16:35,WATER,TRIPLICATE SAMPLE - rep2,,116.536,,0,,1.709,,8.624,,104.224,,0,,PM,,0.1,,4.704,,PM,,111.55,,200,,NA,,NA,,95.6,,,,28.5,,0.77,,0.09,,,,8.03,,8.03,,,,0.57,,,,12.2,,,,2.38,,190,,1.57,,,,,,,,5.35,,,,,,,,,
2013PN510411,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-07-10 16:40,WATER,TRIPLICATE SAMPLE - rep3,,117.268,,0,,1.68,,8.979,,105.179,,0,,PM,,0.1,,4.72,,PM,,112.4,,200,,NA,,NA,,96.2,,,,28.8,,0.77,,0.09,,,,8.08,,8.04,,,,0.57,,,,12.3,,,,2.41,,189,,1.58,,,,,,,,5.7,,,,,,,,,
2013PN510431,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-07-24 16:30,WATER,DISCRETE SAMPLE,,117.024,,0,,1.601,,0,,94.963,,0,,0.083,,0.1,,4.84,,7.895,,106.175,,150,,NA,,NA,,96,,,,25.5,,0.67,,0.07,,,,7.6,,8.06,,,,0.38,,,,10.6,,,,2.23,,186,,1.45,,,,,,,,4.88,,,,,,,,,
2013PN510443,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-08-11 09:48,WATER,DISCRETE SAMPLE,,135.309,,0,,1.686,,5.702,,116.702,,0,,0.274,,0.12,,5.253,,7.552,,125.904,,80,,NA,,NA,,111,,,,31.7,,1.11,,0.1,,,,9.12,,8.1,,,,0.54,,,,11.5,,,,2.99,,215,,2.2,,,,,,,,3.24,,,,,,,,,
2013PN510465,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-08-20 16:35,WATER,DISCRETE SAMPLE,,141.404,,0,,1.33,,2.014,,118.014,,0,,0.409,,0.12,,5.323,,7.402,,128.474,,70,,NA,,NA,,116,,,,31.5,,1.19,,0.09,,,,9.56,,8.22,,,,0.66,,,,10.6,,,,3.07,,223,,2.16,,,,,,,,3.58,,,,,,,,,
2013PN510496,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-09-19 15:02,WATER,DISCRETE SAMPLE,,138.478,,0.24,,1.083,,0.54,,114.54,,0,,0.474,,0.13,,5.682,,7.351,,125.654,,40,,NA,,0.2,,114,,,,30.9,,1.33,,0.09,,,,9.08,,8.3,,,,0.86,,,,8.8,,,,3.2,,225,,2.95,,,,,,,,8.93,,,,,,,,,
2013PN510523,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-10-17 10:00,WATER,DISCRETE SAMPLE,,105.565,,0,,1.41,,0,,81.253,,0,,-0.035,,0.13,,6.585,,8.14,,96.292,,80,,NA,,NA,,86.6,,,,20.9,,0.97,,0.07,,,,7.06,,8.07,,,,0.7,,,,10,,,,2.66,,170,,1.87,,,,,,,,4.11,,,,,,,,,
2013PN510516,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-10-25 11:45,WATER,DISCRETE SAMPLE,,109.954,,0,,1.37,,4.667,,94.867,,0,,0.087,,0.13,,6.348,,7.926,,106.293,,70,,NA,,NA,,90.2,,,,25,,1.2,,0.08,,,,7.88,,8.1,,,,0.66,,,,12,,,,2.98,,177,,2.2,,,,,,,,3.92,,,,,,,,,
2013PN510557,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-01-09 10:37,WATER,DISCRETE SAMPLE,,151.156,,0,,4.153,,11.442,,135.442,,0,,0.037,,0.15,,5.971,,7.686,,149.41,,,,NA,,NA,,124,,,,36.6,,1.48,,0.09,,,,10.7,,7.76,,,,1.05,,,,16.7,,,,3.99,,251,,3.86,,,,,,,,,,,,,,,,,
2013PN510570,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-02-11 13:55,WATER,DISCRETE SAMPLE,,156.032,,0,,4.595,,0,,127.229,,0,,-0.007,,0.14,,5.823,,7.743,,148.219,,30,,NA,,NA,,128,,,,34.3,,1.49,,0.1,,,,10.1,,7.73,,,,0.99,,,,16.4,,,,3.65,,251,,3.76,,,,,,,,3.28,,,,,,,,,
2013PN510599,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-03-19 09:55,WATER,DISCRETE SAMPLE,,156.032,,0,,4.287,,0,,123.834,,0,,0.015,,0.14,,5.926,,7.73,,146.658,,25,,NA,,NA,,128,,,,33.6,,1.62,,0.1,,,,9.7,,7.76,,,,0.99,,,,15.5,,,,3.62,,252,,3.82,,,,,,,,3.83,,,,,,,,,
2014PN510101,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-03 11:25,WATER,DISCRETE SAMPLE,,165.784,,0,,4.056,,4.834,,140.834,,0,,0.141,,0.15,,5.929,,7.527,,160.887,,35,,NA,,NA,,136,,,,38.1,,1.79,,0.11,,,,11.1,,7.81,,,,1.15,,,,17.9,,,,4.12,,269,,4.06,,7.59,,,,,,3.65,,,,,,,,,
2014PN510119,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-07 14:21,WATER,DISCRETE SAMPLE,,162.127,,0,,7.585,,3.616,,136.616,,0,,-0.155,,0.15,,5.838,,7.839,,155.967,,30,,NA,,NA,,133,,,,37.4,,1.72,,0.11,,,,10.5,,7.53,,,,1.08,,,,16.6,,,,3.93,,265,,3.91,,7.87,,,,,,4.6,,,,,,,,,
2014PN510126,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-12 12:50,WATER,DISCRETE SAMPLE,,154.813,,0,,5.239,,0.728,,127.728,,0,,-0.068,,0.14,,5.855,,7.805,,146.979,,35,,NA,,NA,,127,,,,34.5,,1.75,,0.1,,,,10.1,,7.67,,,,1.12,,,,14.6,,,,3.69,,251,,4.02,,9.02,,,,,,4.81,,,,,,,,,
2014PN510139,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-14 10:23,WATER,DISCRETE SAMPLE,,146.28,,0,,5.066,,2.13,,122.13,,0,,-0.119,,0.14,,5.806,,7.899,,139.997,,35,,NA,,NA,,120,,,,33,,1.73,,0.1,,,,9.65,,7.66,,,,1.16,,,,14.1,,,,3.5,,242,,3.88,,8.84,,,,,,4.69,,,,,,,,,
2014PN510159,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-17 13:46,WATER,DISCRETE SAMPLE,,137.747,,0,,4.451,,0,,112.229,,0,,-0.144,,0.13,,5.747,,7.978,,130.77,,30,,NA,,NA,,113,,,,30.7,,1.44,,0.09,,,,8.64,,7.69,,,,1.3,,,,13.2,,,,3.19,,227,,3.63,,10,,,,,,5.26,,,,,,,,,
2014PN510171,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-21 12:50,WATER,DISCRETE SAMPLE,,137.747,,0,,3.613,,10.085,,123.085,,0,,-0.02,,0.14,,5.714,,7.821,,136.697,,35,,NA,,NA,,113,,,,33.3,,1.64,,0.09,,,,9.7,,7.78,,,,1.49,,,,14.6,,,,3.48,,230,,3.95,,10.53,,,,,,9.92,,,,,,,,,
2014PN510179,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-23 11:04,WATER,DISCRETE SAMPLE,,121.9,,0,,2.594,,10.143,,110.143,,0,,-0.029,,0.13,,5.645,,7.927,,121.843,,40,,NA,,NA,,100,,,,29.7,,1.51,,0.08,,,,8.74,,7.87,,,,1.5,,,,13.2,,,,3.08,,208,,3.51,,11.55,,,,,,13.1,,,,,,,,,
2014PN510208,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-27 16:05,WATER,DISCRETE SAMPLE,,82.039,,0,,2.416,,5.306,,72.606,,0,,-0.513,,0.1,,5.522,,8.756,,81.477,,55,,NA,,NA,,67.3,,,,19.3,,1.16,,0.05,,,,5.93,,7.73,,,,1.76,,,,8.63,,,,2.01,,140,,1.96,,13.42,,,,,,17,,,,,,,,,
2014PN510193,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-04-29 11:38,WATER,DISCRETE SAMPLE,,69.361,,0,,2.89,,0.775,,57.675,,0,,-0.833,,0.1,,5.784,,9.246,,67.51,,75,,NA,,NA,,56.9,,,,15.2,,1.03,,0.05,,,,4.79,,7.58,,,,1.76,,,,7.03,,,,1.69,,116,,1.63,,13.73,,,,,,51.3,,,,,,,,,
2014PN510227,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-01 10:07,WATER,DISCRETE SAMPLE,,61.56,,0,,2.393,,0,,49.508,,0,,-0.915,,0.1,,6.254,,9.441,,59.68,,70,,NA,,NA,,50.5,,,,13.1,,0.69,,0.04,,,,4.08,,7.61,,,,1.6,,,,6.84,,,,1.58,,105,,1.26,,14.66,,,,,,88.9,,,,,,,,,
2014PN510243,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-04 14:00,WATER,DISCRETE SAMPLE,,58.634,,0,,1.984,,1.611,,49.711,,0,,-0.879,,0.11,,6.82,,9.428,,58.764,,90,,NA,,NA,,48.1,,,,13,,0.81,,0.06,,,,4.19,,7.67,,,,1.36,,,,6.91,,,,1.73,,98,,1.76,,14.68,,,,,,21.8,,,,,,,,,
2014PN510255,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-06 12:16,WATER,TRIPLICATE SAMPLE - rep1,,60.462,,0,,2.462,,0,,48.633,,0,,-0.955,,0.11,,7.017,,9.501,,57.541,,90,,NA,,NA,,49.6,,,,12.7,,0.41,,0.04,,,,4.11,,7.59,,,,1.22,,,,6.7,,,,1.74,,99.8,,0.79,,13.55,,,,,,17.5,,,,,,,,,
2014PN510256,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-06 12:21,WATER,TRIPLICATE SAMPLE - rep2,,59.487,,0,,2.422,,0,,47.886,,0,,PM,,0.11,,7.194,,PM,,56.791,,90,,NA,,NA,,48.8,,,,12.5,,0.42,,0.04,,,,4.05,,7.59,,,,1.2,,,,6.63,,,,1.76,,98.6,,0.84,,,,,,,,16.9,,,,,,,,,
2014PN510257,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-06 12:26,WATER,TRIPLICATE SAMPLE - rep3,,59.853,,0,,2.381,,0.115,,49.215,,0,,PM,,0.11,,7.126,,PM,,57.655,,90,,NA,,NA,,49.1,,,,12.9,,0.43,,0.04,,,,4.13,,7.6,,,,1.23,,,,6.77,,,,1.79,,98.9,,0.83,,,,,,,,16.7,,,,,,,,,
2014PN510271,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-08 11:20,WATER,DISCRETE SAMPLE,,63.266,,0,,2.892,,1.258,,53.158,,0,,-0.943,,0.1,,6.513,,9.426,,62.27,,70,,NA,,NA,,51.9,,,,14.1,,0.71,,0.06,,,,4.36,,7.54,,,,1.19,,,,7.15,,,,1.75,,104,,1.73,,12.5,,,,,,13.5,,,,,,,,,
2014PN510295,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-11 13:40,WATER,DISCRETE SAMPLE,,65.948,,0,,2.448,,0.551,,54.651,,0,,-0.823,,0.1,,6.371,,9.277,,63.954,,70,,NA,,NA,,54.1,,,,14.5,,0.72,,0.06,,,,4.48,,7.63,,,,1.04,,,,7.13,,,,1.75,,110,,1.73,,15.15,,,,,,10.6,,,,,,,,,
2014PN510302,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-13 10:34,WATER,DISCRETE SAMPLE,,67.655,,0,,2.343,,0,,55.23,,0,,-0.78,,0.1,,6.386,,9.22,,64.702,,75,,NA,,NA,,55.5,,,,14.6,,0.67,,0.06,,,,4.56,,7.66,,,,0.98,,,,7.03,,,,1.77,,112,,1.67,,12.9,,,,,,11.5,,,,,,,,,
2014PN510316,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-15 10:03,WATER,DISCRETE SAMPLE,,69.727,,0,,1.554,,0,,55.976,,0,,-0.571,,0.1,,6.182,,8.992,,65.549,,70,,NA,,NA,,57.2,,,,14.8,,0.65,,0.06,,,,4.62,,7.85,,,,0.92,,,,6.58,,,,1.73,,116,,1.82,,11.58,,,,,,13.3,,,,,,,,,
2014PN510333,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-20 13:17,WATER,DISCRETE SAMPLE,,70.824,,0,,1.406,,0.612,,58.712,,0,,-0.495,,0.1,,6.256,,8.889,,66.174,,70,,NA,,NA,,58.1,,,,15.5,,0.59,,0.06,,,,4.86,,7.9,,,,0.77,,,,5.96,,,,1.83,,117,,1.7,,11.38,,,,,,13.8,,,,,,,,,
2014PN510348,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-22 12:42,WATER,DISCRETE SAMPLE,,76.675,,0,,2.258,,0,,51.086,,0,,-0.686,,0.1,,6.358,,9.101,,64.634,,80,,NA,,NA,,62.9,,,,13.6,,0.51,,0.06,,,,4.16,,7.73,,,,0.67,,,,4.78,,,,1.62,,124,,1.45,,12.95,,,,,,12.9,,,,,,,,,
2014PN510358,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-26 11:02,WATER,DISCRETE SAMPLE,,82.648,,0,,1.93,,1.033,,68.833,,0,,-0.43,,0.11,,6.098,,8.69,,75.676,,70,,NA,,NA,,67.8,,,,18.3,,0.61,,0.07,,,,5.62,,7.83,,,,0.7,,,,5.73,,,,2.08,,133,,1.82,,9.29,,,,,,10.3,,,,,,,,,
2014PN510383,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-05-29 12:59,WATER,DISCRETE SAMPLE,,84.477,,0,,1.756,,2.68,,71.98,,0,,-0.355,,0.11,,5.93,,8.59,,77.544,,80,,NA,,NA,,69.3,,,,19,,0.59,,0.07,,,,5.96,,7.88,,,,0.69,,,,5.76,,,,2.11,,135,,1.74,,10.58,,,,,,7.15,,,,,,,,,
2014PN510393,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-02 14:02,WATER,DISCRETE SAMPLE,,69.849,,0,,2.009,,2.117,,59.417,,0,,-0.655,,0.11,,6.373,,9.049,,64.969,,100,,NA,,NA,,57.3,,,,15.7,,0.41,,0.06,,,,4.91,,7.74,,,,0.55,,,,5.4,,,,1.88,,114,,1.63,,10.56,,,,,,22.1,,,,,,,,,
2014PN510405,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-06 10:15,WATER,DISCRETE SAMPLE,,70.214,,0,,2.376,,0.904,,58.504,,0,,-0.73,,0.1,,6.311,,9.13,,64.284,,100,,NA,,NA,,57.6,,,,15.4,,0.37,,0.06,,,,4.87,,7.67,,,,0.5,,,,5.11,,,,1.83,,114,,1.54,,10.28,,,,,,14.5,,,,,,,,,
2014PN510421,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-08 16:23,WATER,DISCRETE SAMPLE,,71.677,,0,,2.211,,5.091,,63.891,,0,,-0.648,,0.11,,6.206,,9.006,,67.554,,90,,NA,,NA,,58.8,,,,16.7,,0.39,,0.06,,,,5.39,,7.71,,,,0.46,,,,5.74,,,,1.96,,116,,1.53,,12.01,,,,,,9.23,,,,,,,,,
2014PN510432,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-10 11:52,WATER,DISCRETE SAMPLE,,74.603,,0,,1.956,,5.844,,67.044,,0,,-0.539,,0.11,,6.304,,8.858,,70.539,,90,,NA,,NA,,61.2,,,,17.6,,0.42,,0.07,,,,5.61,,7.78,,,,0.45,,,,5.96,,,,2.09,,120,,1.57,,12.28,,,,,,9.58,,,,,,,,,
2014PN510451,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-12 14:26,WATER,DISCRETE SAMPLE,,78.016,,0,,2.143,,4.21,,68.21,,0,,-0.529,,0.11,,6.012,,8.817,,73.024,,90,,NA,,NA,,64,,,,18.1,,0.44,,0.07,,,,5.59,,7.76,,,,0.42,,,,6.28,,,,2.02,,126,,1.66,,10.71,,,,,,7.7,,,,,,,,,
2014PN510473,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-17 13:02,WATER,DISCRETE SAMPLE,,94.107,,0,,1.625,,2.585,,79.785,,0,,-0.18,,0.11,,5.719,,8.32,,86.213,,80,,NA,,NA,,77.2,,,,21.4,,0.6,,0.08,,,,6.4,,7.96,,,,0.47,,,,6.74,,,,2.24,,149,,1.91,,8.83,,,,,,6.31,,,,,,,,,
2014PN510484,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-19 12:08,WATER,DISCRETE SAMPLE,,98.739,,0,,1.745,,3.763,,84.763,,0,,-0.144,,0.11,,5.653,,8.237,,90.854,,90,,NA,,NA,,81,,,,22.8,,0.66,,0.08,,,,6.76,,7.95,,,,0.48,,,,7.1,,,,2.35,,157,,1.98,,8.73,,,,,,7.73,,,,,,,,,
2014PN510498,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-06-23 15:20,WATER,DISCRETE SAMPLE,,105.565,,0,,1.66,,4.013,,90.613,,0,,-0.036,,0.11,,5.482,,8.072,,97.292,,90,,NA,,NA,,86.6,,,,24.5,,0.73,,0.08,,,,7.15,,8,,,,0.46,,,,7.98,,,,2.43,,169,,1.94,,9.01,,,,,,5.67,,,,,,,,,
2014PN510513,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-07-07 13:30,WATER,DISCRETE SAMPLE,,120.315,,0,,1.333,,4.229,,102.929,,0,,0.22,,0.11,,5.111,,7.709,,110.849,,80,,NA,,NA,,98.7,,,,27.8,,0.83,,0.09,,,,8.14,,8.15,,,,0.41,,,,9.79,,,,2.56,,189,,1.92,,9.02,,,,,,4.38,,,,,,,,,
2014PN510531,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-07-22 13:01,WATER,DISCRETE SAMPLE,,134.09,,0,,1.176,,5.964,,115.964,,0,,0.257,,0.12,,5.291,,7.736,,122.634,,60,,NA,,NA,,110,,,,31.8,,1.12,,0.1,,,,8.88,,8.25,,,,0.42,,,,9.1,,,,2.99,,213,,2.18,,9.6,,19.2,,,,3.27,,,,,,,,,
2014PN510551,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-08-07 12:04,WATER,DISCRETE SAMPLE,,141.404,,0,,1.183,,12.244,,128.244,,0,,0.365,,0.12,,5.117,,7.539,,132.204,,,,NA,,NA,,116,,,,35.3,,1.1,,0.1,,,,9.74,,8.27,,,,0.73,,,,9.83,,,,3.2,,230,,2.56,,7.42,,20,,,,,,,,,,,,,
2014PN510577,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2014-08-21 15:37,WATER,DISCRETE SAMPLE,,137.503,,7.92,,1.015,,4.944,,130.944,,0,,0.359,,0.12,,5.104,,7.652,,141.009,,40,,NA,,6.6,,126,,,,36.2,,1.37,,0.1,,,,9.85,,8.37,,,,0.78,,,,10.3,,,,3.26,,244,,3.5,,11.36,,15,,,,2.7,,,,,,,,,
