2012PN510260,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-05-22 10:01,WATER,DISCRETE SAMPLE,,145,,0.071,,1.02,,33.9,,0.016,,0.006,,67.7,,0.014,,0.632,,0.044,,0.5,,0.273,,1.04,,0.063,,0.01,,0.001,,993,,0.28,,0.256,,16.7,,39.4,,0.904,,1.77,,0.007,L,0.005,L,0.001,,1.46,,0.01,,0.12,,0.007,,134,L,0.01,,0.008,,0.017,,2.3,,0.004,,0.294,,0.772,,0.32,,2.1,,0.4,
2012PN510275,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-05-28 12:00,WATER,DISCRETE SAMPLE,,99.5,,0.084,,0.98,,33.9,,0.012,,0.009,,58,,0.009,,0.525,,0.035,,0.25,,0.222,,0.96,,0.051,,0.01,L,0.001,,695,,0.226,,0.183,,15.3,,30.7,,0.926,,1.6,,0.005,L,0.005,,0.001,,1.33,L,0.01,,0.14,,0.005,,126,,0.01,,0.008,,0.028,,1.7,,0.002,,0.242,,0.63,,0.231,,2,,0.3,
2012PN510297,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-05 14:18,WATER,DISCRETE SAMPLE,,39.1,,0.064,,0.93,,33.5,,0.007,,0.002,,57.3,,0.006,,0.214,,0.012,,0.1,,0.165,,0.69,,0.044,,0.01,,0.001,,429,,0.095,,0.093,,15.4,,24.3,,0.919,,1.44,,0.004,L,0.005,L,0.001,,1.14,L,0.01,,0.11,,0.001,,138,L,0.01,,0.005,,0.008,,0.5,,0.005,,0.247,,0.341,,0.132,,0.4,,0.2,
2012PN510302,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-12 10:35,WATER,DISCRETE SAMPLE,,26.6,,0.069,,1,,34.4,,0.004,,0.001,,57.4,,0.009,,0.151,,0.01,,0.1,,0.178,,0.72,,0.039,L,0.01,L,0.001,,326,,0.067,,0.068,,14.9,,30.7,,0.937,,1.39,,0.004,L,0.005,L,0.001,,1.15,L,0.01,,0.11,L,0.001,,139,L,0.01,,0.005,,0.018,,0.6,,0.005,,0.225,,0.277,,0.097,,0.4,,0.1,
2012PN510334,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-19 12:25,WATER,DISCRETE SAMPLE,,34.9,,0.06,,0.86,,34.6,,0.006,,0.001,,57.8,,0.006,,0.186,,0.012,,0.08,,0.175,,0.66,L,0.001,,0.01,L,0.001,,452,,0.088,,0.088,,16,,26.4,,0.843,,1.35,,0.004,L,0.005,L,0.001,,1.1,L,0.01,,0.11,,0.002,,137,L,0.01,,0.005,,0.046,,0.6,,0.003,,0.21,,0.354,,0.116,,0.6,,0.2,
2012PN510349,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-06-26 13:32,WATER,DISCRETE SAMPLE,,50.2,,0.076,,1.02,,35.5,,0.007,,0.002,,60.4,,0.008,,0.203,,0.022,,0.09,,0.22,,0.84,,0.016,,0.01,L,0.001,,408,,0.095,,0.098,,17.1,,40.7,,0.924,,1.53,,0.003,L,0.005,L,0.001,,1.19,L,0.01,,0.14,,0.003,,147,,0.01,,0.006,L,0.005,,0.7,,0.002,,0.24,,0.473,,0.147,,0.8,,0.2,
2012PN510356,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-07-10 08:28,WATER,DISCRETE SAMPLE,,150,,0.073,,1.19,,37.3,,0.016,,0.005,,77.7,,0.025,,0.69,,0.048,,0.33,,0.364,,0.94,,0.01,L,0.01,,0.001,,644,,0.289,,0.218,,19.2,,55.7,,0.91,,2.06,,0.012,L,0.005,L,0.001,,1.67,,0.02,,0.13,,0.005,,149,L,0.01,,0.009,,0.066,,2.5,,0.002,,0.246,,0.898,,0.294,,2,,0.6,
2012PN510378,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-07-25 12:00,WATER,DISCRETE SAMPLE,,624,,0.079,,1.65,,43.4,,0.047,,0.01,,60.3,,0.017,,1.68,,0.137,,0.93,,0.59,,1.54,,0.155,,0.02,,0.002,,1680,,0.768,,0.55,,16.5,,96.7,,0.722,,2.72,,0.027,L,0.005,L,0.001,,2.44,,0.04,,0.16,,0.01,,132,,0.01,,0.014,,0.025,,9.1,,0.063,,0.219,,2.34,,0.691,,3.4,,1.1,
2012PN510403,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-08-11 13:13,WATER,DISCRETE SAMPLE,,87.5,,0.054,,1.29,,29.5,,0.009,,0.003,,45.1,,0.008,,0.311,,0.021,,0.16,,0.198,,0.55,,0.042,,0.01,L,0.001,,719,,0.145,,0.119,,13.2,,44.8,,0.642,,1.17,,0.005,,0.005,L,0.001,,1.11,L,0.01,,0.11,,0.003,,114,L,0.01,,0.005,,0.008,,1.3,,0.002,,0.122,,0.571,,0.166,,0.8,,0.3,
2012PN510413,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-08-27 10:51,WATER,DISCRETE SAMPLE,,287,,0.06,,1.43,,36.4,,0.022,,0.005,,53.3,,0.012,,0.869,,0.07,,0.46,,0.321,,0.77,,0.077,,0.01,L,0.001,,1250,,0.383,,0.291,,13.9,,40.6,,0.79,,1.51,,0.013,L,0.005,L,0.001,,1.68,,0.03,,0.1,,0.004,,123,,0.01,,0.009,,0.034,,4.9,,0.007,,0.15,,1.12,,0.338,,1.7,,0.5,
2012PN520012,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-09-17 14:36,WATER,DISCRETE SAMPLE,,88.7,,0.05,,0.86,,33.1,,0.011,,0.003,,63.9,,0.005,,0.307,,0.02,,0.18,,0.18,,0.63,,0.03,,0.01,L,0.001,,648,,0.141,,0.182,,17.5,,21.2,,0.689,,1.29,,0.006,L,0.005,L,0.001,,1.3,,0.01,,0.1,,0.004,,150,L,0.01,,0.004,,0.02,,1.1,,0.001,,0.177,,0.483,,0.16,,0.9,,0.3,
2012PN510439,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-10-10 12:50,WATER,DISCRETE SAMPLE,,136,,0.044,,0.78,,32,,0.012,,0.003,,50.8,,0.052,,0.452,,0.032,,0.24,,0.185,,0.53,,0.051,L,0.01,L,0.001,,686,,0.215,,0.14,,14.6,,22.7,,0.649,,1.2,,0.005,L,0.005,L,0.001,,1.14,L,0.01,,0.09,,0.002,,118,,0.01,,0.004,L,0.005,,2.4,,0.001,,0.148,,0.524,,0.181,,0.9,,0.3,
2012PN510451,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2012-10-25 16:43,WATER,DISCRETE SAMPLE,,119,L,0.001,,0.79,,31.4,,0.009,,0.004,,52.3,,0.006,,0.371,,0.03,,0.23,,0.184,,0.56,,0.041,L,0.01,L,0.001,,893,,0.169,,0.138,,15.5,,28.7,,0.515,,1.17,,0.004,L,0.005,L,0.001,,1.05,L,0.01,,0.08,,0.001,,132,L,0.01,,0.003,L,0.005,,2.2,,0.001,,0.183,,0.533,,0.177,,0.9,,0.3,
2012PN510471,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-03-17 15:15,WATER,DISCRETE SAMPLE,,41.3,,0.047,,0.63,,43,,0.006,,0.001,,83.9,,0.005,,0.182,,0.013,,0.09,,0.116,,0.59,,0.016,L,0.01,L,0.001,,581,,0.09,,0.092,,20.3,,17.1,,0.63,,1.12,,0.007,L,0.005,L,0.001,,0.986,L,0.01,,0.08,,0.001,,164,L,0.01,,0.003,,0.007,,0.8,L,0.001,,0.235,,0.255,,0.118,,0.6,,0.2,
2013PN510005,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-05 14:35,WATER,DISCRETE SAMPLE,,122,,0.048,,0.64,,44.6,,0.012,,0.003,,90.9,,0.009,,0.344,,0.03,,0.21,,0.184,,0.93,,0.05,,0.02,,0.001,,650,,0.159,,0.091,,21.2,,24.5,,0.628,,1.35,,0.026,L,0.005,L,0.001,,1.25,L,0.01,,0.09,,0.006,,174,,0.01,,0.004,,0.023,,1.2,,0.024,,0.249,,0.47,,0.168,,1.3,,0.3,
2013PN510022,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-09 14:25,WATER,DISCRETE SAMPLE,,89.3,,0.045,,0.62,,44.6,,0.009,,0.002,,84.4,,0.009,,0.28,,0.023,,0.2,,0.18,,0.92,,0.042,,0.01,L,0.001,,646,,0.134,,0.051,,20.1,,22.5,,0.625,,1.35,,0.011,L,0.005,L,0.001,,1.16,L,0.01,,0.09,,0.003,,169,,0.01,,0.003,,0.025,,1.4,,0.032,,0.219,,0.4,,0.147,,1.9,,0.3,
2013PN510036,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-13 12:25,WATER,DISCRETE SAMPLE,,249,,0.043,,0.72,,42.5,,0.024,,0.005,,76.8,,0.008,,0.632,,0.061,,0.41,,0.326,,1.07,,0.104,,0.02,,0.003,,931,,0.29,,0.16,,18.5,,48.6,,0.642,,1.52,,0.037,,0.005,L,0.001,,1.64,L,0.01,,0.1,,0.008,,154,,0.02,,0.007,,0.05,,3.5,,0.051,,0.232,,0.83,,0.251,,2.2,,0.5,
2013PN510052,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-18 13:15,WATER,DISCRETE SAMPLE,,713,,0.043,,1.03,,43.5,,0.039,,0.009,,67.4,,0.019,,1.5,,0.117,,0.97,,0.561,,1.46,,0.242,,0.03,,0.004,,2010,,0.694,,0.437,,16.6,,91.7,,0.493,,2.07,,0.037,L,0.005,L,0.001,,2.94,,0.02,,0.13,,0.012,,150,L,0.01,,0.013,,0.082,,9.7,,0.048,,0.281,,1.98,,0.561,,3.7,,1.2,
2013PN510066,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-22 14:18,WATER,DISCRETE SAMPLE,,396,,0.083,,0.98,,38.6,,0.029,,0.007,,75.9,,0.012,,0.994,,0.078,,0.65,,0.424,,1.91,,0.141,,0.02,,0.001,,1780,,0.449,,0.381,,18.8,,76.4,,1.03,,1.72,,0.025,L,0.005,,0.001,,2.17,L,0.01,,0.1,,0.008,,159,L,0.01,,0.009,,0.171,,6.2,,0.013,,0.25,,1.4,,0.41,,3,,0.7,
2013PN510078,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-24 11:45,WATER,DISCRETE SAMPLE,,401,,0.045,,0.93,,38.5,,0.029,,0.005,,72.6,,0.011,,0.948,,0.083,,0.62,,0.421,,1.05,,0.134,,0.02,L,0.001,,1650,,0.479,,0.322,,18.7,,62.6,,0.48,,1.67,,0.022,L,0.005,,0.001,,2.17,L,0.01,,0.11,,0.008,,158,L,0.01,,0.009,,0.015,,6,,0.012,,0.249,,1.38,,0.395,,2.2,,0.8,
2013PN510101,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-27 14:45,WATER,DISCRETE SAMPLE,,889,,0.054,,1.48,,46.6,,0.063,,0.016,,75.4,,0.019,,2.72,,0.223,,1.4,,0.954,,1.86,,0.332,,0.04,L,0.001,,3190,,1.2,,0.985,,18.2,,116,,0.552,,2.76,,0.018,L,0.005,,0.001,,3.74,,0.12,,0.16,,0.014,,147,,0.03,,0.02,,0.091,,13.8,,0.024,,0.333,,3.08,,0.977,,4.9,,1.2,
2013PN510117,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-04-29 14:30,WATER,DISCRETE SAMPLE,,750,,0.07,,1.37,,42.5,,0.049,,0.016,,70.6,,0.022,,1.87,,0.18,,1.14,,0.76,,1.72,,0.277,,0.03,L,0.001,,2790,,0.836,,0.753,,17.7,,117,,0.524,,2.6,,0.034,L,0.005,L,0.001,,3.28,,0.07,,0.15,,0.011,,148,,0.01,,0.019,,0.044,,13.3,,0.01,,0.346,,2.63,,0.795,,4.3,,1,
2013PN510144,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-07 13:15,WATER,DISCRETE SAMPLE,,18800,,0.441,,15.1,,288,,1.14,,0.31,,118,,0.304,,46.3,,3.84,,28.4,,12.7,,28.7,,6.59,,0.42,,0.048,,37400,,20.9,,16.5,,36.6,,779,,1.89,,34.5,,0.397,,0.011,,0.005,,43.6,,5.57,,1.17,,0.17,,182,,0.14,,0.363,,0.741,,271,,0.036,,1.64,,60.3,,16.1,,100,,11.1,
2013PN510159,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-09 12:10,WATER,DISCRETE SAMPLE,,12800,,0.288,,9.67,,197,,0.803,,0.193,,102,,0.257,,34.2,,2.42,,19,,8.97,,21.7,,4.41,,0.29,,0.037,,23500,,15.6,,12,,29,,467,,1.42,,23.4,,0.278,,0.019,,0.003,,29.1,,6.03,,0.76,,0.119,,166,,0.1,,0.216,,0.423,,122,,0.002,,1.35,,40.6,,13,,61.8,,9,
2013PN510171,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-12 11:50,WATER,DISCRETE SAMPLE,,8760,,0.226,,6.07,,126,,0.501,,0.121,,88.1,,0.144,,18.9,,1.7,,12.6,,5.04,,12.5,,2.9,,0.24,,0.022,,14200,,8.77,,6.74,,21.6,,236,,1.17,,14.3,,0.204,,0.01,,0.002,,20.2,,3.44,,0.49,,0.078,,137,,0.04,,0.159,,0.306,,87.3,L,0.001,,0.794,,27.2,,6.98,,36.8,,6.5,
2013PN510205,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-14 13:00,WATER,DISCRETE SAMPLE,,9600,,0.359,,8.82,,181,,0.662,,0.173,,99.4,,0.293,,25.6,,2.22,,14.6,,7.13,,18.7,,3.32,,0.34,,0.026,,18200,,11.6,,10.2,,24.5,,298,,2.08,,20.2,,0.226,,0.025,,0.003,,25.1,,4.58,,0.89,,0.105,,155,,0.07,,0.249,,0.374,,92.9,L,0.001,,1.4,,34.2,,10.6,,56,,6.9,
2013PN510214,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-16 11:35,WATER,DISCRETE SAMPLE,,14700,,0.317,,10.4,,221,,0.806,,0.202,,95.9,,0.266,,30.5,,2.84,,20.2,,7.84,,20.4,,4.91,,0.31,,0.038,,21900,,14.2,,11,,28.9,,316,,1.96,,23,,0.354,,0.03,,0.006,,34,,6.56,,1.18,,0.123,,166,,0.1,,0.287,,0.28,,108,,0.014,,1.4,,45.4,,10.8,,60.4,,9.8,
2013PN510234,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-19 14:15,WATER,DISCRETE SAMPLE,,10500,,0.242,,6.66,,157,,0.564,,0.134,,75.8,,0.155,,21.3,,1.78,,13.7,,5.51,,13.8,,3.45,,0.28,,0.019,,15000,,9.81,,7.28,,24.2,,245,,1.2,,15.4,,0.316,,0.01,,0.003,,22.8,,4.65,,0.69,,0.089,,146,,0.14,,0.174,,0.196,,89.5,,0.032,,0.905,,28.9,,7.66,,39.2,,7.9,
2013PN510247,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-21 13:10,WATER,DISCRETE SAMPLE,,10800,,0.203,,7.32,,170,,0.62,,0.142,,77.8,,0.173,,24.8,,1.87,,14.5,,6.35,,14.6,,3.65,,0.33,,0.019,,17200,,11.3,,8.12,,24.7,,308,,1.14,,17.4,,0.271,,0.023,,0.007,,23.8,,5.01,,0.73,,0.105,,150,,0.03,,0.169,,0.416,,99.8,,0.022,,0.988,,30.1,,8.8,,44.8,,7.5,
2013PN510259,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-23 12:15,WATER,DISCRETE SAMPLE,,7290,,0.189,,5.58,,117,,0.433,,0.097,,77.5,,0.1,,17.7,,1.36,,10.3,,4.45,,10.3,,2.45,,0.2,,0.019,,12700,,8.18,,5.72,,21,,230,,1.04,,12.5,,0.181,L,0.005,,0.002,,16.7,,3.07,,0.42,,0.058,,139,,0.02,,0.12,,0.249,,76.1,L,0.001,,0.731,,21.6,,6.26,,30.6,,5.5,
2013PN510281,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-26 15:45,WATER,DISCRETE SAMPLE,,5340,,0.094,,4.6,,103,,0.341,,0.087,,67.3,,0.073,,13.7,,1.14,,7.67,,3.51,,7.82,,1.83,,0.19,,0.023,,10000,,6.29,,4.46,,18.5,,200,,1.03,,9.62,,0.149,,0.015,,0.001,,13.7,,2.12,,0.27,,0.052,,128,,0.01,,0.094,,0.198,,57.6,,0.007,,0.583,,15.7,,4.85,,24,,4.5,
2013PN510297,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-05-29 14:00,WATER,DISCRETE SAMPLE,,3550,,0.047,,3.12,,74.3,,0.21,,0.059,,55.4,,0.042,,8.39,,0.746,,4.88,,2.31,,5.17,,1.11,,0.14,,0.012,,6950,,3.88,,2.82,,15.1,,148,,0.861,,6.5,,0.096,L,0.005,L,0.001,,9.27,,1.48,,0.25,,0.028,,116,,0.01,,0.063,,0.15,,44.4,,0.004,,0.428,,10.1,,3,,14.6,,2.9,
2013PN510309,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-02 11:45,WATER,DISCRETE SAMPLE,,2550,,0.035,,2.66,,66,,0.159,,0.047,,53.5,,0.043,,6.17,,0.563,,3.59,,1.79,,4.17,,0.763,,0.11,,0.011,,5360,,2.82,,2.14,,14.1,,144,,0.821,,5.42,,0.076,,0.007,,0.002,,7.32,,1.05,,0.21,,0.026,,114,,0.03,,0.05,,0.102,,32.9,,0.004,,0.37,,7.48,,2.28,,11.7,,2.2,
2013PN510327,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-06 12:20,WATER,DISCRETE SAMPLE,,1860,,0.096,,2.17,,56.3,,0.118,,0.028,,49.2,,0.027,,4.8,,0.385,,2.68,,1.36,,3.03,,0.636,,0.08,,0.006,,3820,,2.12,,1.53,,13.5,,116,,0.764,,4.33,,0.064,L,0.005,,0.001,,5.23,,0.7,,0.18,,0.018,,111,,0.03,,0.036,,0.067,,25.9,,0.008,,0.33,,5.69,,1.73,,8,,2.1,
2013PN510369,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-21 13:33,WATER,DISCRETE SAMPLE,,2550,,0.093,,2.53,,56.5,,0.134,,0.033,,60.6,,0.037,,5.73,,0.483,,3.6,,1.61,,4,,0.839,,0.05,,0.005,,4760,,2.64,,1.85,,15.2,,103,,0.712,,5.4,,0.073,L,0.005,L,0.001,,6.3,,1.13,,0.23,,0.024,,124,,0.02,,0.042,,0.091,,28.6,,0.005,,0.333,,7.57,,2.14,,10.2,,3,
2013PN510385,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-06-25 12:53,WATER,DISCRETE SAMPLE,,1780,,0.077,,1.81,,43.8,,0.106,,0.017,,50.7,,0.02,,3.23,,0.305,,2.22,,0.848,,2.35,,0.54,,0.06,,0.003,,2720,,1.61,,0.966,,14.3,,59.1,,0.667,,3.59,,0.092,L,0.005,L,0.001,,4.45,,0.67,,0.18,,0.012,,117,L,0.01,,0.026,,0.081,,38.9,,0.008,,0.25,,4.71,,1.23,,5.2,,2.1,
2013PN510407,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-10 14:54,WATER,DISCRETE SAMPLE,,883,,0.049,,1.72,,42.5,,0.054,,0.011,,48.8,,0.016,,1.87,,0.165,,1.17,,0.641,,1.53,,0.255,,0.04,L,0.001,,2050,,0.876,,0.604,,12.9,,63.7,,0.697,,2.69,,0.037,L,0.005,L,0.001,,2.8,,0.33,,0.14,,0.008,,115,,0.01,,0.018,,0.036,,17.4,,0.005,,0.231,,2.75,,0.76,,3.7,,1.1,
2013PN510429,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-07-24 14:58,WATER,DISCRETE SAMPLE,,779,,0.055,,1.53,,39.8,,0.045,,0.009,,46.2,,0.012,,1.66,,0.144,,1.04,,0.527,,1.42,,0.247,,0.03,L,0.001,,1730,,0.782,,0.516,,12.4,,66.6,,0.664,,2.43,,0.036,L,0.005,L,0.001,,2.5,,0.27,,0.13,,0.007,,110,,0.01,,0.015,,0.041,,15,,0.004,,0.221,,2.4,,0.619,,3.3,,1.1,
2013PN510442,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-10 16:15,WATER,DISCRETE SAMPLE,,167,,0.053,,1.08,,33,,0.022,,0.003,,47.9,,0.013,,0.403,,0.034,,0.26,,0.244,,0.7,,0.05,,0.01,,0.001,,653,,0.19,,0.177,,13.1,,31.5,,0.672,,1.5,,0.008,L,0.005,L,0.001,,1.27,,0.08,,0.13,,0.003,,110,,0.01,,0.006,L,0.005,,3.2,,0.003,,0.171,,0.865,,0.215,,0.9,,0.4,
2013PN510456,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:31,WATER,TRIPLICATE SAMPLE - rep1,,81.8,,0.05,,1.01,,31.3,,0.01,,0.005,,42.7,,0.007,,0.242,,0.015,,0.12,,0.176,,0.8,,0.032,L,0.01,,0.021,,446,,0.124,,0.118,,12.1,,21.9,,0.719,,1.31,,0.002,L,0.005,L,0.001,,1.16,,0.04,,0.1,,0.005,,109,L,0.01,,0.007,,0.117,,1.2,L,0.001,,0.145,,0.452,,0.124,,1.1,,0.2,
2013PN510457,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:36,WATER,TRIPLICATE SAMPLE - rep2,,76.9,,0.049,,0.96,,31.7,,0.012,,0.004,,45.1,,0.008,,0.198,,0.015,,0.12,,0.182,,0.82,,0.03,L,0.01,,0.021,,429,,0.1,,0.101,,11.9,,21.3,,0.709,,1.34,,0.005,L,0.005,L,0.001,,1.14,,0.04,,0.09,,0.004,,109,,0.27,,0.006,,0.099,,0.8,L,0.001,,0.145,,0.461,,0.126,,0.7,,0.2,
2013PN510462,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-08-20 12:41,WATER,TRIPLICATE SAMPLE - rep3,,82.3,,0.05,,1.09,,31.4,,0.006,,0.005,,44.7,,0.012,,0.222,,0.019,,0.14,,0.188,,0.7,,0.032,L,0.01,,0.023,,451,,0.11,,0.107,,12.1,,22.7,,0.72,,1.32,,0.007,,0.005,L,0.001,,1.16,,0.04,,0.11,,0.005,,109,L,0.01,,0.005,,0.092,,0.7,L,0.001,,0.149,,0.427,,0.129,,0.8,,0.2,
2013PN510484,OIL SANDS COMPONENT STUDIES,EL1- Oil Sands - WQ Event Station Ells River at Mouth sables bitumineux,EL1,57.18.17.552,111.40.35.108,57.30488,-111.67642,2013-09-19 13:43,WATER,DISCRETE SAMPLE,,62.2,L,0.001,,0.74,,34.2,,0.012,L,0.001,,58.1,,0.008,,0.202,,0.017,,0.11,,0.178,,0.44,,0.028,,0.01,,0.005,,487,,0.098,,0.092,,13.5,,18.2,,0.61,,1.3,,0.002,L,0.005,,0.001,,1.19,,0.04,,0.1,,0.001,,118,L,0.01,,0.004,,0.022,,0.8,,0.001,,0.134,,0.381,,0.116,,0.5,,0.2,
