Name,Method short name,Parameter short name
Sediment - Descriptive,689,2384_00_00_01_01
Sediment - Descriptive,689,2385_00_00_01_01
Sediment - Descriptive,689,2386_00_00_01_01
Sediment - Descriptive,689,2387_00_00_01_01
Sediment - Descriptive,689,2388_00_00_01_01
Sediment - Descriptive,689,2389_00_00_01_01
Sediment - Descriptive,689,2390_00_00_01_01
Sediment - Descriptive,689,2391_00_00_01_01
Sediment - Descriptive,689,2392_00_00_01_01
Sediment - Descriptive,689,2393_00_00_01_01
Sediment - Descriptive,689,2394_00_00_01_01
Sediment - Descriptive,689,2395_00_00_01_01
Sediment - Descriptive,689,2396_00_00_01_01
Sediment - Descriptive,689,2397_00_00_01_01
Sediment - Descriptive,689,2398_00_00_01_01
Sediment - Descriptive,689,2399_00_00_01_01
Sediment - Descriptive,689,2400_00_00_01_01
Sediment - Descriptive,689,2401_00_00_01_01
Sediment - Descriptive,689,2402_00_00_01_01
Sediment - Descriptive,689,2403_00_00_01_01
Sediment - Descriptive,689,2404_00_00_01_01
Sediment - Descriptive,689,2405_00_00_01_01
Sediment - Descriptive,689,2406_00_00_01_01
Sediment - Descriptive,713,4081_00_00_01_02
Sediment - Descriptive,714,4081_00_00_01_02
Sediment - Descriptive,713,4082_00_00_01_02
Sediment - Descriptive,714,4082_00_00_01_02
Sediment - Descriptive,713,4083_00_00_01_02
Sediment - Descriptive,714,4083_00_00_01_02
Sediment - Descriptive,689,5298_00_00_01_01
Sediment - Descriptive,689,5299_00_00_01_01
Sediment - Descriptive,689,5300_00_00_01_01
Sediment - Descriptive,689,5301_00_00_01_01
Sediment - Descriptive,689,5302_00_00_01_01
Sediment - Descriptive,689,5303_00_00_01_01
Sediment - Descriptive,689,5304_00_00_01_01
Sediment - Descriptive,689,5305_00_00_01_01
Sediment - Descriptive,689,5306_00_00_01_01
Sediment - Descriptive,689,5307_00_00_01_01
Sediment - Descriptive,689,5308_00_00_01_01
Sediment - Dioxins and Furans,4262,2668_00_01_01_02
Sediment - Dioxins and Furans,4405,2668_00_00_01_02
Sediment - Dioxins and Furans,4262,2671_00_01_01_02
Sediment - Dioxins and Furans,4262,918_00_01_01_02
Sediment - Dioxins and Furans,4262,926_00_01_01_02
Sediment - Dioxins and Furans,4262,925_00_01_01_02
Sediment - Dioxins and Furans,4262,2667_00_01_01_02
Sediment - Dioxins and Furans,4262,919_00_01_01_02
Sediment - Dioxins and Furans,4262,921_00_01_01_02
Sediment - Dioxins and Furans,4262,2659_00_01_01_02
Sediment - Dioxins and Furans,4262,2670_00_01_01_02
Sediment - Dioxins and Furans,4262,2665_00_01_01_02
Sediment - Dioxins and Furans,4262,2660_00_01_01_02
Sediment - Dioxins and Furans,4262,2666_00_01_01_02
Sediment - Dioxins and Furans,4405,2128_00_00_01_02
Sediment - Dioxins and Furans,4262,923_00_01_01_02
Sediment - Dioxins and Furans,4262,920_00_01_01_02
Sediment - Dioxins and Furans,4262,927_00_01_01_02
Sediment - Dioxins and Furans,4262,2662_00_01_01_02
Sediment - Dioxins and Furans,4262,924_00_01_01_02
Sediment - Dioxins and Furans,4394,2129_00_00_01_02
Sediment - Dioxins and Furans,4394,4816_00_00_01_02
Sediment - Dioxins and Furans,4262,129_00_01_01_02
Sediment - Dioxins and Furans,4405,2125_00_00_01_02
Sediment - Dioxins and Furans,4262,922_00_01_01_02
Sediment - Dioxins and Furans,4262,2669_00_01_01_02
Sediment - Dioxins and Furans,4262,2661_00_01_01_02
Sediment - Dioxins and Furans,4262,2663_00_01_01_02
Sediment - Dioxins and Furans,4262,2664_00_01_01_02
Sediment - Dioxins and Furans,4262,928_00_01_01_02
Sediment - Dioxins and Furans,4394,2115_00_00_01_02
Sediment - Dioxins and Furans,4405,129_00_00_01_02
Sediment - Dioxins and Furans,4405,2124_00_00_01_02
Sediment - Dioxins and Furans,4394,2666_00_00_01_02
Sediment - Dioxins and Furans,4394,2669_00_00_01_02
Sediment - Dioxins and Furans,4394,2662_00_00_01_02
Sediment - Dioxins and Furans,4394,2663_00_00_01_02
Sediment - Dioxins and Furans,4394,2121_00_00_01_02
Sediment - Dioxins and Furans,4394,2122_00_00_01_02
Sediment - Dioxins and Furans,4405,928_00_00_01_02
Sediment - Dioxins and Furans,4394,2670_00_00_01_02
Sediment - Dioxins and Furans,4394,2664_00_00_01_02
Sediment - Dioxins and Furans,4394,2668_00_00_01_02
Sediment - Dioxins and Furans,4405,2129_00_00_01_02
Sediment - Dioxins and Furans,4394,2126_00_00_01_02
Sediment - Dioxins and Furans,4405,2123_00_00_01_02
Sediment - Dioxins and Furans,4405,922_00_00_01_02
Sediment - Dioxins and Furans,4394,4817_00_00_01_02
Sediment - Dioxins and Furans,4394,2116_00_00_01_02
Sediment - Dioxins and Furans,4394,2128_00_00_01_02
Sediment - Dioxins and Furans,4394,2124_00_00_01_02
Sediment - Dioxins and Furans,4405,2126_00_00_01_02
Sediment - Dioxins and Furans,4405,2671_00_00_01_02
Sediment - Dioxins and Furans,4405,2661_00_00_01_02
Sediment - Dioxins and Furans,4394,2125_00_00_01_02
Sediment - Dioxins and Furans,4394,2120_00_00_01_02
Sediment - Dioxins and Furans,4405,2670_00_00_01_02
Sediment - Dioxins and Furans,4394,2127_00_00_01_02
Sediment - Dioxins and Furans,4405,2665_00_00_01_02
Sediment - Dioxins and Furans,4405,923_00_00_01_02
Sediment - Dioxins and Furans,4394,2665_00_00_01_02
Sediment - Dioxins and Furans,4405,2662_00_00_01_02
Sediment - Dioxins and Furans,4405,2667_00_00_01_02
Sediment - Dioxins and Furans,4394,1419_00_00_01_02
Sediment - Dioxins and Furans,4394,2661_00_00_01_02
Sediment - Dioxins and Furans,4405,2122_00_00_01_02
Sediment - Dioxins and Furans,4405,2659_00_00_01_02
Sediment - Dioxins and Furans,4405,2666_00_00_01_02
Sediment - Dioxins and Furans,4394,2671_00_00_01_02
Sediment - Dioxins and Furans,4405,2663_00_00_01_02
Sediment - Dioxins and Furans,4405,2669_00_00_01_02
Sediment - Dioxins and Furans,4394,1418_00_00_01_02
Sediment - Dioxins and Furans,4394,2660_00_00_01_02
Sediment - Dioxins and Furans,4394,2659_00_00_01_02
Sediment - Dioxins and Furans,4394,2667_00_00_01_02
Sediment - Dioxins and Furans,4405,2664_00_00_01_02
Sediment - Dioxins and Furans,4394,2123_00_00_01_02
Sediment - Dioxins and Furans,4405,2127_00_00_01_02
Sediment - Dioxins and Furans,4405,2660_00_00_01_02
Sediment - Dioxins and Furans,2045,129_00_00_01_02
Sediment - Dioxins and Furans,2324,129_00_00_01_02
Sediment - Dioxins and Furans,2888,129_00_00_01_02
Sediment - Dioxins and Furans,714,129_00_00_01_02
Sediment - Dioxins and Furans,714,2122_00_00_01_02
Sediment - Dioxins and Furans,714,2123_00_00_01_02
Sediment - Dioxins and Furans,714,2124_00_00_01_02
Sediment - Dioxins and Furans,714,2125_00_00_01_02
Sediment - Dioxins and Furans,714,2126_00_00_01_02
Sediment - Dioxins and Furans,714,2127_00_00_01_02
Sediment - Dioxins and Furans,714,2128_00_00_01_02
Sediment - Dioxins and Furans,714,2129_00_00_01_02
Sediment - Dioxins and Furans,714,2130_00_00_01_02
Sediment - Dioxins and Furans,3224,2659_00_00_01_02
Sediment - Dioxins and Furans,714,2659_00_00_01_02
Sediment - Dioxins and Furans,714,2660_00_00_01_02
Sediment - Dioxins and Furans,714,2661_00_00_01_02
Sediment - Dioxins and Furans,3224,2662_00_00_01_02
Sediment - Dioxins and Furans,714,2662_00_00_01_02
Sediment - Dioxins and Furans,714,2663_00_00_01_02
Sediment - Dioxins and Furans,714,2664_00_00_01_02
Sediment - Dioxins and Furans,3224,2665_00_00_01_02
Sediment - Dioxins and Furans,714,2665_00_00_01_02
Sediment - Dioxins and Furans,3224,2666_00_00_01_02
Sediment - Dioxins and Furans,714,2666_00_00_01_02
Sediment - Dioxins and Furans,3224,2667_00_00_01_02
Sediment - Dioxins and Furans,714,2667_00_00_01_02
Sediment - Dioxins and Furans,714,2668_00_00_01_02
Sediment - Dioxins and Furans,714,2669_00_00_01_02
Sediment - Dioxins and Furans,714,2670_00_00_01_02
Sediment - Dioxins and Furans,714,2671_00_00_01_02
Sediment - Dioxins and Furans,2324,918_00_00_01_02
Sediment - Dioxins and Furans,3224,918_00_00_01_02
Sediment - Dioxins and Furans,2324,919_00_00_01_02
Sediment - Dioxins and Furans,3224,919_00_00_01_02
Sediment - Dioxins and Furans,2324,920_00_00_01_02
Sediment - Dioxins and Furans,2324,921_00_00_01_02
Sediment - Dioxins and Furans,2324,922_00_00_01_02
Sediment - Dioxins and Furans,714,922_00_00_01_02
Sediment - Dioxins and Furans,2324,923_00_00_01_02
Sediment - Dioxins and Furans,714,923_00_00_01_02
Sediment - Dioxins and Furans,2324,924_00_00_01_02
Sediment - Dioxins and Furans,2324,925_00_00_01_02
Sediment - Dioxins and Furans,2324,926_00_00_01_02
Sediment - Dioxins and Furans,2324,927_00_00_01_02
Sediment - Dioxins and Furans,2324,928_00_00_01_02
Sediment - Dioxins and Furans,714,928_00_00_01_02
Sediment - Hydrocarbons,4447,137_00_00_01_02
Sediment - Hydrocarbons,4261,81_00_00_01_02
Sediment - Hydrocarbons,4262,4206_00_01_01_02
Sediment - Hydrocarbons,4447,4048_00_00_01_02
Sediment - Hydrocarbons,4447,3027_00_00_01_02
Sediment - Hydrocarbons,4263,4247_00_01_01_02
Sediment - Hydrocarbons,4263,4254_00_01_01_02
Sediment - Hydrocarbons,4447,1429_00_00_01_02
Sediment - Hydrocarbons,4447,1432_00_00_01_02
Sediment - Hydrocarbons,4447,148_00_00_01_02
Sediment - Hydrocarbons,4261,132_00_00_01_02
Sediment - Hydrocarbons,4261,155_00_00_01_02
Sediment - Hydrocarbons,4447,155_00_00_01_02
Sediment - Hydrocarbons,4406,1082_00_00_01_02
Sediment - Hydrocarbons,4447,2364_00_00_01_02
Sediment - Hydrocarbons,4406,1556_00_00_01_02
Sediment - Hydrocarbons,4447,292_00_00_01_02
Sediment - Hydrocarbons,4406,3889_00_00_01_02
Sediment - Hydrocarbons,4447,3025_00_00_01_02
Sediment - Hydrocarbons,4261,2718_00_00_01_02
Sediment - Hydrocarbons,4447,219_00_00_01_02
Sediment - Hydrocarbons,4262,1094_00_01_01_02
Sediment - Hydrocarbons,4447,3026_00_00_01_02
Sediment - Hydrocarbons,4447,4401_00_00_01_02
Sediment - Hydrocarbons,4261,219_00_00_01_02
Sediment - Hydrocarbons,4261,76_00_00_01_02
Sediment - Hydrocarbons,4262,1552_00_01_01_02
Sediment - Hydrocarbons,4447,1433_00_00_01_02
Sediment - Hydrocarbons,4447,1430_00_00_01_02
Sediment - Hydrocarbons,4263,4214_00_01_01_02
Sediment - Hydrocarbons,4447,303_00_00_01_02
Sediment - Hydrocarbons,4447,4052_00_00_01_02
Sediment - Hydrocarbons,4447,312_00_00_01_02
Sediment - Hydrocarbons,4447,4410_00_00_01_02
Sediment - Hydrocarbons,4261,212_00_00_01_02
Sediment - Hydrocarbons,4447,915_00_00_01_02
Sediment - Hydrocarbons,4262,1090_00_01_01_02
Sediment - Hydrocarbons,4263,3727_00_01_01_02
Sediment - Hydrocarbons,4447,3636_00_00_01_02
Sediment - Hydrocarbons,4263,4216_00_01_01_02
Sediment - Hydrocarbons,4447,1431_00_00_01_02
Sediment - Hydrocarbons,4447,4051_00_00_01_02
Sediment - Hydrocarbons,4447,4405_00_00_01_02
Sediment - Hydrocarbons,4447,132_00_00_01_02
Sediment - Hydrocarbons,4263,4211_00_01_01_02
Sediment - Hydrocarbons,4447,299_00_00_01_02
Sediment - Hydrocarbons,4263,3719_00_01_01_02
Sediment - Hydrocarbons,4447,4054_00_00_01_02
Sediment - Hydrocarbons,4447,4069_00_00_01_02
Sediment - Hydrocarbons,4447,4053_00_00_01_02
Sediment - Hydrocarbons,4261,299_00_00_01_02
Sediment - Hydrocarbons,4447,4411_00_00_01_02
Sediment - Hydrocarbons,4447,3635_00_00_01_02
Sediment - Hydrocarbons,4447,3756_00_00_01_02
Sediment - Hydrocarbons,4447,145_00_00_01_02
Sediment - Hydrocarbons,4263,4249_00_01_01_02
Sediment - Hydrocarbons,4447,204_00_00_01_02
Sediment - Hydrocarbons,4406,3814_00_00_01_02
Sediment - Hydrocarbons,4447,212_00_00_01_02
Sediment - Hydrocarbons,4406,5310_00_00_01_02
Sediment - Hydrocarbons,4447,4408_00_00_01_02
Sediment - Hydrocarbons,4447,146_00_00_01_02
Sediment - Hydrocarbons,4447,4529_00_00_01_02
Sediment - Hydrocarbons,4447,93_00_00_01_02
Sediment - Hydrocarbons,4301,1083_00_00_01_02
Sediment - Hydrocarbons,4447,141_00_00_01_02
Sediment - Hydrocarbons,4447,1272_00_00_01_02
Sediment - Hydrocarbons,4447,140_00_00_01_02
Sediment - Hydrocarbons,4262,4255_00_01_01_02
Sediment - Hydrocarbons,4447,1423_00_00_01_02
Sediment - Hydrocarbons,4447,3023_00_00_01_02
Sediment - Hydrocarbons,4447,3637_00_00_01_02
Sediment - Hydrocarbons,4261,104_00_00_01_02
Sediment - Hydrocarbons,4447,4049_00_00_01_02
Sediment - Hydrocarbons,4262,4557_00_01_01_02
Sediment - Hydrocarbons,4263,4213_00_01_01_02
Sediment - Hydrocarbons,4263,4217_00_01_01_02
Sediment - Hydrocarbons,4261,140_00_00_01_02
Sediment - Hydrocarbons,4261,2719_00_00_01_02
Sediment - Hydrocarbons,4263,4248_00_01_01_02
Sediment - Hydrocarbons,4262,2650_00_01_01_02
Sediment - Hydrocarbons,4263,4212_00_01_01_02
Sediment - Hydrocarbons,4263,4241_00_01_01_02
Sediment - Hydrocarbons,4263,4244_00_01_01_02
Sediment - Hydrocarbons,4406,1099_00_00_01_02
Sediment - Hydrocarbons,3702,237_00_01_01_02
Sediment - Hydrocarbons,4261,312_00_00_01_02
Sediment - Hydrocarbons,4406,1538_00_00_01_02
Sediment - Hydrocarbons,4406,1548_00_00_01_02
Sediment - Hydrocarbons,4406,3849_00_00_01_02
Sediment - Hydrocarbons,4261,145_00_00_01_02
Sediment - Hydrocarbons,4406,4418_00_00_01_02
Sediment - Hydrocarbons,4406,5311_00_00_01_02
Sediment - Hydrocarbons,4263,4218_00_01_01_02
Sediment - Hydrocarbons,4437,297_00_00_01_02
Sediment - Hydrocarbons,4261,303_00_00_01_02
Sediment - Hydrocarbons,4263,4238_00_01_01_02
Sediment - Hydrocarbons,4261,1041_00_00_01_02
Sediment - Hydrocarbons,4261,147_00_00_01_02
Sediment - Hydrocarbons,4261,148_00_00_01_02
Sediment - Hydrocarbons,4262,1093_00_01_01_02
Sediment - Hydrocarbons,4263,4563_00_01_01_02
Sediment - Hydrocarbons,4261,105_00_00_01_02
Sediment - Hydrocarbons,4263,4258_00_01_01_02
Sediment - Hydrocarbons,4262,4210_00_01_01_02
Sediment - Hydrocarbons,4262,4261_00_01_01_02
Sediment - Hydrocarbons,4263,3717_00_01_01_02
Sediment - Hydrocarbons,4263,4266_00_01_01_02
Sediment - Hydrocarbons,4261,80_00_00_01_02
Sediment - Hydrocarbons,4262,4207_00_01_01_02
Sediment - Hydrocarbons,4263,3726_00_01_01_02
Sediment - Hydrocarbons,4263,4215_00_01_01_02
Sediment - Hydrocarbons,4261,214_00_00_01_02
Sediment - Hydrocarbons,4406,1564_00_00_01_02
Sediment - Hydrocarbons,4406,3659_00_00_01_02
Sediment - Hydrocarbons,4261,292_00_00_01_02
Sediment - Hydrocarbons,4406,3831_00_00_01_02
Sediment - Hydrocarbons,4263,4250_00_01_01_02
Sediment - Hydrocarbons,4261,1272_00_00_01_02
Sediment - Hydrocarbons,4261,91_00_00_01_02
Sediment - Hydrocarbons,4262,3728_00_01_01_02
Sediment - Hydrocarbons,4262,4549_00_01_01_02
Sediment - Hydrocarbons,4263,5048_00_01_01_02
Sediment - Hydrocarbons,4262,1565_00_01_01_02
Sediment - Hydrocarbons,4263,4245_00_01_01_02
Sediment - Hydrocarbons,4406,1103_00_00_01_02
Sediment - Hydrocarbons,4406,1547_00_00_01_02
Sediment - Hydrocarbons,4406,3835_00_00_01_02
Sediment - Hydrocarbons,4406,3859_00_00_01_02
Sediment - Hydrocarbons,4406,3885_00_00_01_02
Sediment - Hydrocarbons,4263,4259_00_01_01_02
Sediment - Hydrocarbons,4261,1270_00_00_01_02
Sediment - Hydrocarbons,4261,146_00_00_01_02
Sediment - Hydrocarbons,4263,4209_00_01_01_02
Sediment - Hydrocarbons,4301,5311_00_00_01_02
Sediment - Hydrocarbons,4263,4246_00_01_01_02
Sediment - Hydrocarbons,4261,77_00_00_01_02
Sediment - Hydrocarbons,4262,1537_00_01_01_02
Sediment - Hydrocarbons,4263,4270_00_01_01_02
Sediment - Hydrocarbons,4263,4240_00_01_01_02
Sediment - Hydrocarbons,4261,204_00_00_01_02
Sediment - Hydrocarbons,4262,1095_00_01_01_02
Sediment - Hydrocarbons,4262,1551_00_01_01_02
Sediment - Hydrocarbons,4262,4553_00_01_01_02
Sediment - Hydrocarbons,4406,1584_00_00_01_02
Sediment - Hydrocarbons,4406,3828_00_00_01_02
Sediment - Hydrocarbons,4406,3850_00_00_01_02
Sediment - Hydrocarbons,4406,3893_00_00_01_02
Sediment - Hydrocarbons,4406,3900_00_00_01_02
Sediment - Hydrocarbons,4406,4417_00_00_01_02
Sediment - Hydrocarbons,4437,300_00_00_01_02
Sediment - Hydrocarbons,4301,5310_00_00_01_02
Sediment - Hydrocarbons,4406,1090_00_00_01_02
Sediment - Hydrocarbons,4406,1595_00_00_01_02
Sediment - Hydrocarbons,4406,3870_00_00_01_02
Sediment - Hydrocarbons,4406,3876_00_00_01_02
Sediment - Hydrocarbons,4406,3880_00_00_01_02
Sediment - Hydrocarbons,4406,3895_00_00_01_02
Sediment - Hydrocarbons,4301,1561_00_00_01_02
Sediment - Hydrocarbons,4406,1041_00_00_01_02
Sediment - Hydrocarbons,4406,1093_00_00_01_02
Sediment - Hydrocarbons,4406,1101_00_00_01_02
Sediment - Hydrocarbons,4406,1550_00_00_01_02
Sediment - Hydrocarbons,4406,3826_00_00_01_02
Sediment - Hydrocarbons,4406,4415_00_00_01_02
Sediment - Hydrocarbons,4301,5314_00_00_01_02
Sediment - Hydrocarbons,4406,3838_00_00_01_02
Sediment - Hydrocarbons,4406,3863_00_00_01_02
Sediment - Hydrocarbons,4406,3892_00_00_01_02
Sediment - Hydrocarbons,4406,1543_00_00_01_02
Sediment - Hydrocarbons,4406,3883_00_00_01_02
Sediment - Hydrocarbons,4301,1563_00_00_01_02
Sediment - Hydrocarbons,4389,91_00_00_01_02
Sediment - Hydrocarbons,4406,1537_00_00_01_02
Sediment - Hydrocarbons,4406,1549_00_00_01_02
Sediment - Hydrocarbons,4406,1559_00_00_01_02
Sediment - Hydrocarbons,4406,3813_00_00_01_02
Sediment - Hydrocarbons,4406,3843_00_00_01_02
Sediment - Hydrocarbons,4406,3855_00_00_01_02
Sediment - Hydrocarbons,4406,3874_00_00_01_02
Sediment - Hydrocarbons,4406,4545_00_00_01_02
Sediment - Hydrocarbons,4406,3818_00_00_01_02
Sediment - Hydrocarbons,4406,3821_00_00_01_02
Sediment - Hydrocarbons,4406,3881_00_00_01_02
Sediment - Hydrocarbons,4406,3782_00_00_01_02
Sediment - Hydrocarbons,4406,3811_00_00_01_02
Sediment - Hydrocarbons,4406,3847_00_00_01_02
Sediment - Hydrocarbons,4406,3899_00_00_01_02
Sediment - Hydrocarbons,4406,4553_00_00_01_02
Sediment - Hydrocarbons,4406,4557_00_00_01_02
Sediment - Hydrocarbons,4406,5309_00_00_01_02
Sediment - Hydrocarbons,4437,5714_00_00_01_02
Sediment - Hydrocarbons,4301,1041_00_00_01_02
Sediment - Hydrocarbons,4301,1092_00_00_01_02
Sediment - Hydrocarbons,4406,1542_00_00_01_02
Sediment - Hydrocarbons,4406,3779_00_00_01_02
Sediment - Hydrocarbons,4406,3823_00_00_01_02
Sediment - Hydrocarbons,4406,3836_00_00_01_02
Sediment - Hydrocarbons,4406,3877_00_00_01_02
Sediment - Hydrocarbons,4301,1097_00_00_01_02
Sediment - Hydrocarbons,4301,5315_00_00_01_02
Sediment - Hydrocarbons,4406,1081_00_00_01_02
Sediment - Hydrocarbons,4406,1594_00_00_01_02
Sediment - Hydrocarbons,4406,3137_00_00_01_02
Sediment - Hydrocarbons,4406,3853_00_00_01_02
Sediment - Hydrocarbons,4406,3858_00_00_01_02
Sediment - Hydrocarbons,4406,3878_00_00_01_02
Sediment - Hydrocarbons,4301,5313_00_00_01_02
Sediment - Hydrocarbons,4389,4045_00_00_01_02
Sediment - Hydrocarbons,4406,3887_00_00_01_02
Sediment - Hydrocarbons,4406,3897_00_00_01_02
Sediment - Hydrocarbons,4406,5085_00_00_01_02
Sediment - Hydrocarbons,4437,108_00_00_01_02
Sediment - Hydrocarbons,2041,158_00_00_01_14
Sediment - Hydrocarbons,2041,159_00_00_01_14
Sediment - Hydrocarbons,723,1626_00_00_01_02
Sediment - Hydrocarbons,4228,1626_00_01_01_44
Sediment - Hydrocarbons,3700,1275_00_01_01_44
Sediment - Hydrocarbons,713,1259_00_00_01_02
Sediment - Hydrocarbons,3700,1259_00_01_01_44
Sediment - Hydrocarbons,2149,245_00_00_01_02
Sediment - Hydrocarbons,2869,245_00_00_01_02
Sediment - Hydrocarbons,2880,245_00_00_01_02
Sediment - Hydrocarbons,4406,3825_00_00_01_02
Sediment - Hydrocarbons,4406,3842_00_00_01_02
Sediment - Hydrocarbons,4406,3856_00_00_01_02
Sediment - Hydrocarbons,713,1266_00_00_01_02
Sediment - Hydrocarbons,4406,3872_00_00_01_02
Sediment - Hydrocarbons,4406,3891_00_00_01_02
Sediment - Hydrocarbons,4437,4911_00_00_01_02
Sediment - Hydrocarbons,3700,1266_00_01_01_44
Sediment - Hydrocarbons,723,3300_00_00_01_02
Sediment - Hydrocarbons,713,1262_00_00_01_02
Sediment - Hydrocarbons,3700,1262_00_01_01_44
Sediment - Hydrocarbons,723,3291_00_00_01_02
Sediment - Hydrocarbons,713,1274_00_00_01_02
Sediment - Hydrocarbons,3700,1274_00_01_01_44
Sediment - Hydrocarbons,4406,1530_00_00_01_02
Sediment - Hydrocarbons,4406,3820_00_00_01_02
